City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Allegan,Michigan,5027,1306,Holland,119418,N/A,N/A,N/A,$200000,1250,$160,N/A,N/A,N/A,N/A,198,932,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,60,17,62%,56%,38,58,86,46%,63%,28%,40.12,11.08,7.67,40.44%,34.95%,46.33%,75.5,46,8.1,34.5,76,645,3.4,3.85,MI-01280,42.5535252,-85.8382072
Allegan township,Michigan,4510,1171,Holland,119418,N/A,N/A,N/A,$200000,1250,$160,N/A,N/A,N/A,N/A,198,932,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,60,17,62%,56%,38,58,86,46%,63%,28%,40.12,11.08,7.67,40.44%,34.95%,46.33%,75.5,46,8.1,34.5,81,645,3.4,3.85,MI-01280,42.5535252,-85.8382072
Casco township (Allegan Cnty),Michigan,2947,76,Holland,119418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,60,17,62%,56%,38,58,86,46%,63%,28%,44.42,12.62,9.04,40.44%,34.95%,46.33%,60.3,29,8.1,34.5,82,609,3.4,38.78,MI-13700,42.4610181,-86.1929069
Cheshire,Michigan,1844,53,Holland,119418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,60,17,62%,56%,38,58,86,46%,63%,28%,43.33,11.9,9.11,40.44%,34.95%,46.33%,68.3,46,8.1,34.5,84,672,3.4,34.79,MI-15200,42.4627563,-85.9542322
Clyde township (Allegan Cnty),Michigan,2266,65,Holland,119418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,60,17,62%,56%,38,58,86,46%,63%,28%,44.42,12.62,9.04,40.44%,34.95%,46.33%,74.9,47,8.1,34.5,83,609,3.4,34.86,MI-16720,42.5499098,-86.0725643
Dorr,Michigan,4188,1301,Holland,119418,$78164,18.68%,31,$265000,1183,$224,39,97.78%,N/A,45.52%,N/A,N/A,11.22%,4.0%,65.72%,Allegan County,32.20%,60.90%,0.0%,0.0%,97.54%,0.98%,0.41%,N/A,83,31,52,62,17,62%,56%,38,58,85,46%,63%,28%,40.12,11.08,7.67,46.08%,35.16%,59.78%,75.5,46,8.1,34.5,78,645,3.4,3.22,MI-22660,42.7270032,-85.7190117
Douglas,Michigan,1103,620,Holland,119418,$67627,56.97%,56,$962000,2201,$437,36,79.37%,$657,46.51%,N/A,N/A,7.81%,2.29%,51.83%,Allegan County,32.20%,60.90%,1.09%,0.0%,87.94%,8.25%,3.9%,N/A,82,33,49,62,21,62%,56%,38,58,84,46%,63%,28%,37.43,10.01,6.46,40.44%,34.95%,46.33%,74.9,47,8.1,34.5,83,630,3.4,1.78,MI-22740,42.6410649,-86.2082568
Fennville,Michigan,1874,1719,Holland,119418,$58688,8.07%,29,$285000,1759,$162,35,67.87%,$812,56.82%,0,211,18.94%,5.04%,63.8%,Allegan County,32.20%,60.90%,0.0%,0.43%,49.41%,47.33%,10.78%,N/A,82,33,49,62,21,62%,56%,38,58,84,46%,63%,28%,37.43,10.01,6.46,40.44%,34.95%,46.33%,74.9,47,8.1,34.5,83,630,3.4,1.09,MI-27740,42.5947158,-86.1052094
Fillmore,Michigan,2730,97,Holland,119418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,62,21,62%,56%,38,58,84,46%,63%,28%,37.43,10.01,6.46,40.44%,34.95%,46.33%,74.9,47,8.1,34.5,79,630,3.4,28.14,MI-28120,42.7177656,-86.0705896
Ganges,Michigan,2600,81,Holland,119418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allegan County,32.20%,60.90%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,62,21,62%,56%,38,58,84,46%,63%,28%,44.42,12.62,9.04,40.44%,34.95%,46.33%,74.9,47,8.1,34.5,84,609,3.4,32.1,MI-31360,42.5482001,-86.1843842
