City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Ada,Michigan,14191,394,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kent County,44.60%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,63,19,62%,56%,38,58,86,46%,63%,28%,41.95,11.83,8.1,41.81%,33.96%,53.89%,75.5,46,8.1,34.5,71,723,3.4,36.02,MI-00240,42.9840973,-85.4897189
Algoma,Michigan,11186,327,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kent County,44.60%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,57,15,62%,56%,38,58,86,46%,63%,28%,40.11,10.75,7.52,41.62%,32.42%,52.78%,74.9,47,8.1,34.5,78,768,3.4,34.21,MI-01160,43.1630097,-85.6135464
Allendale,Michigan,23696,1020,Grand Rapids-Wyoming,1081665,$57706,36.91%,21,$320000,1509,$212,22,51.73%,$992,74.45%,N/A,N/A,31.82%,8.33%,67.38%,Ottawa County,31.30%,61.50%,1.86%,2.7%,87.17%,4.67%,2.63%,Eastern Standard Time,81,32,49,62,20,62%,56%,38,58,82,46%,63%,28%,46.18,11.64,10.05,46.08%,35.16%,59.78%,74.9,47,8.1,34.5,76,558,3.2,23.24,MI-01340,42.9844493,-85.9498832
Allendale charter township,Michigan,23696,1020,Grand Rapids-Wyoming,1081665,$57706,36.91%,21,$320000,1509,$212,22,51.73%,$992,74.45%,N/A,N/A,31.82%,8.33%,67.38%,Ottawa County,31.30%,61.50%,1.86%,2.7%,87.17%,4.67%,2.63%,Eastern Standard Time,81,32,49,62,20,62%,56%,38,58,82,46%,63%,28%,46.18,11.64,10.05,46.08%,35.16%,59.78%,74.9,47,8.1,34.5,77,558,3.2,23.24,MI-01340,42.9844493,-85.9498832
Alpine,Michigan,13857,386,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kent County,44.60%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,57,15,62%,56%,38,58,86,46%,63%,28%,40.11,10.75,7.52,41.62%,32.42%,52.78%,74.9,47,8.1,34.5,70,768,3.4,35.9,MI-01840,43.0736351,-85.7291679
Assyria,Michigan,2105,59,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barry County,29.90%,62.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,33,51,60,17,62%,56%,38,58,86,50%,66%,39%,35.24,10.73,5.74,38.11%,33.19%,45.33%,68.3,46,8.1,33.6,82,843,3.2,35.68,MI-03860,42.4647571,-85.1314728
Baltimore,Michigan,2030,57,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barry County,29.90%,62.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,31,52,60,17,62%,56%,38,58,85,46%,63%,28%,42.95,11.92,7.97,42.36%,35.27%,51.33%,68.3,46,8.1,34.5,82,750,3.2,35.61,MI-05020,42.5518039,-85.249774
Barry,Michigan,3406,99,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,370,N/A,N/A,N/A,Barry County,29.90%,62.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,33,52,63,20,62%,56%,38,58,88,46%,63%,28%,41.67,12.3,8.07,38.11%,33.19%,45.33%,68.3,46,8.1,34.5,82,846,3.2,34.4,MI-05560,42.4640427,-85.366716
Beechwood,Michigan,2966,1639,Grand Rapids-Wyoming,1081665,$52031,20.11%,39,$271000,1348,$201,51,72.74%,$767,48.14%,N/A,N/A,31.63%,8.51%,65.85%,Ottawa County,31.30%,61.50%,0.0%,1.18%,76.2%,20.67%,5.06%,Eastern Standard Time,82,33,49,62,21,62%,56%,38,58,84,46%,63%,28%,39.32,10.23,7.44,40.44%,34.95%,46.33%,86.4,43,8.1,34.5,72,570,3.2,1.81,MI-06880,42.7982264,-86.1227561
Belvidere,Michigan,2070,60,Grand Rapids-Wyoming,1081665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Montcalm County,29.40%,63.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,32,53,57,14,62%,56%,38,58,88,46%,63%,28%,39.34,11.02,7.08,38.58%,31.1%,48.33%,68.3,47,8.1,34.5,86,921,3.3,34.5,MI-07200,43.4231941,-85.1443964
