City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Archdale,North Carolina,11509,1313,Greensboro-High Point,776363,89,50,39,45,111,213,5,65.2,47.4,5,13,32,42,19.01%,$51418,9.2%,$873,779,$199900,1148,$174,31,67.50%,5%,20%,9%,57,21 mins,4.40%,1.30%,5.00%,Randolph County,20.40%,76.50%,6.9%,6.4%,82.5%,2.5%,5.7%,Eastern Standard Time,897,4.5,45.20%,45,N/A,N/A,17.0%,N/A,N/A,1,N/A,N/A,N/A,NC-01720
Eden,North Carolina,14986,1096,Greensboro-High Point,776363,88,47,41,46,111,213,6,64.5,46.4,6,26,52,41,15.77%,$39083,21.87%,N/A,N/A,$164900,1735,$95,54,45.30%,2%,3%,-7%,62,22 mins,5.00%,1.40%,-2.40%,Rockingham County,33.70%,63.50%,2.15%,28.33%,60.79%,5.57%,4.19%,Eastern Standard Time,897,4.7,53.70%,38,N/A,42,18.3%,64.57,27,1,0,595,3472,NC-20080
Forest Oaks,North Carolina,4102,723,Greensboro-High Point,776363,89,50,39,45,111,219,5,65.1,47.2,5,15,42,51,47.32%,$95021,3.36%,$949,919,$260000,2363,$110,38,85.80%,6%,24%,14%,63,21 mins,4.80%,1.40%,2.00%,Guilford County,58.00%,38.10%,0.22%,8.61%,89.05%,0.0%,1.32%,Eastern Standard Time,897,4.4,37.50%,1,N/A,17,13.0%,0.00,N/A,1,4,N/A,N/A,NC-24198
Franklinville,North Carolina,1451,694,Greensboro-High Point,776363,88,50,38,46,112,215,4,65.4,47.8,6,23,60,32,4.45%,$36429,21.75%,N/A,N/A,$116000,N/A,N/A,46,31.50%,9%,27%,13%,66,27 mins,4.40%,1.30%,-3.70%,Randolph County,20.40%,76.50%,0.0%,15.51%,68.64%,12.54%,5.44%,Eastern Standard Time,897,4.5,52.30%,16,N/A,N/A,14.5%,174.37,40,1,3,N/A,N/A,NC-24740
Greensboro,North Carolina,294395,2210,Greensboro-High Point,776363,89,49,40,45,111,217,5,65.1,47.2,6,26,52,35,39.39%,$49492,18.45%,N/A,N/A,$218500,1693,$129,35,44.50%,6%,23%,11%,55,20 mins,5.00%,1.40%,8.20%,Guilford County,58.00%,38.10%,5.43%,42.36%,40.98%,8.02%,12.05%,Eastern Standard Time,897,4.4,58.60%,29,N/A,35,18.1%,25.51,N/A,1,8,818,3688,NC-28000
Jamestown,North Carolina,4298,1304,Greensboro-High Point,776363,89,50,39,45,111,213,5,65.1,47.2,6,19,52,46,44.24%,$65945,10.08%,$1259,1109,$226800,N/A,N/A,34,69.90%,6%,22%,11%,59,18 mins,4.80%,1.40%,16.10%,Guilford County,58.00%,38.10%,1.77%,14.82%,78.5%,3.91%,4.44%,Eastern Standard Time,897,4.4,44.70%,48,N/A,35,16.8%,70.13,36,1,9,N/A,N/A,NC-34300
Liberty,North Carolina,2657,846,Greensboro-High Point,776363,89,50,39,46,108,215,3,65.5,47.8,5,10,13,43,12.81%,$43018,21.15%,N/A,N/A,$197000,1539,$128,48,52.50%,8%,23%,13%,65,24 mins,4.40%,1.30%,-1.30%,Randolph County,20.40%,76.50%,0.64%,21.19%,53.44%,21.72%,13.89%,Eastern Standard Time,897,4.5,52.30%,0,N/A,N/A,16.8%,78.80,40,1,4,N/A,N/A,NC-38100
Madison,North Carolina,2178,695,Greensboro-High Point,776363,88,48,40,46,106,214,7,64.5,46.3,6,22,62,44,19.26%,$43884,15.79%,N/A,N/A,$95000,N/A,N/A,55,47.70%,12%,20%,11%,65,21 mins,5.00%,1.40%,-1.80%,Rockingham County,33.70%,63.50%,0.0%,22.13%,67.08%,8.91%,3.95%,Eastern Standard Time,897,4.7,55.00%,32,N/A,N/A,15.9%,191.89,28,1,6,N/A,N/A,NC-40560
Mayodan,North Carolina,2352,939,Greensboro-High Point,776363,88,48,40,46,106,213,8,64.3,46.2,6,22,95,45,11.69%,$28984,16.31%,N/A,N/A,$70400,N/A,N/A,57,52.60%,7%,16%,5%,66,25 mins,5.00%,1.40%,7.70%,Rockingham County,33.70%,63.50%,2.04%,14.46%,80.23%,2.76%,2.42%,Eastern Standard Time,897,4.7,57.40%,36,N/A,43,18.6%,39.65,27,1,4,N/A,N/A,NC-42060
McLeansville,North Carolina,925,163,Greensboro-High Point,776363,89,49,40,45,109,217,4,65.1,47.2,6,21,57,45,15.58%,$60656,1.84%,N/A,N/A,$132700,N/A,N/A,48,71.70%,6%,24%,13%,63,21 mins,4.80%,1.40%,28.30%,Guilford County,58.00%,38.10%,0.0%,7.57%,92.0%,0.11%,0.11%,Eastern Standard Time,897,4.4,59.10%,11,N/A,N/A,10.3%,138.09,35,1,4,N/A,N/A,NC-40460
Oak Ridge,North Carolina,6979,415,Greensboro-High Point,776363,89,49,40,45,112,216,6,65.2,47.3,6,13,36,44,49.83%,$124342,4.07%,N/A,N/A,$352500,N/A,N/A,20,90.90%,8%,22%,17%,65,25 mins,4.80%,1.40%,15.90%,Guilford County,58.00%,38.10%,7.84%,9.06%,76.07%,2.58%,8.45%,Eastern Standard Time,897,4.4,28.50%,10,N/A,29,16.9%,14.51,34,1,8,N/A,N/A,NC-48480
Pleasant Garden,North Carolina,4906,315,Greensboro-High Point,776363,89,50,39,45,111,218,5,65.3,47.5,5,19,53,45,23.8%,$83266,6.3%,N/A,N/A,$162900,N/A,N/A,39,72.90%,4%,19%,11%,63,21 mins,4.80%,1.40%,5.10%,Guilford County,58.00%,38.10%,0.53%,7.15%,86.06%,1.67%,1.49%,Eastern Standard Time,897,4.4,46.30%,24,N/A,26,17.8%,44.11,35,1,4,N/A,N/A,NC-52760
Ramseur,North Carolina,2048,928,Greensboro-High Point,776363,88,49,39,46,112,213,4,65.6,47.8,6,37,70,37,10.02%,$23542,42.76%,N/A,N/A,$139900,1260,$111,49,41.00%,6%,22%,11%,65,24 mins,4.40%,1.30%,10.60%,Randolph County,20.40%,76.50%,1.46%,9.91%,56.1%,24.66%,3.52%,Eastern Standard Time,897,4.5,54.30%,41,N/A,18,22.8%,49.75,41,1,3,N/A,N/A,NC-55040
