City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Archdale,North Carolina,11509,1313,Greensboro-High Point,776363,89,50,39,45,111,213,5,65.2,47.4,5,13,32,42,19.01%,$51418,9.2%,$873,779,$199900,1148,$174,31,67.50%,5%,20%,9%,57,21 mins,4.40%,1.30%,5.00%,Randolph County,20.40%,76.50%,6.9%,6.4%,82.5%,2.5%,5.7%,Eastern Standard Time,897,4.5,45.20%,45,N/A,N/A,17.0%,N/A,N/A,1,N/A,N/A,N/A,NC-01720
Eden,North Carolina,14986,1096,Greensboro-High Point,776363,88,47,41,46,111,213,6,64.5,46.4,6,26,52,41,17.33%,$31413,18.8%,N/A,N/A,$164900,1735,$95,54,45.30%,2%,3%,-7%,62,22 mins,5.00%,1.40%,-2.40%,Rockingham County,33.70%,63.50%,1.1%,23.3%,60.3%,11.2%,5.9%,Eastern Standard Time,897,4.7,53.70%,38,N/A,42,18.3%,64.57,27,1,0,595,3472,NC-20080
Forest Oaks,North Carolina,4102,723,Greensboro-High Point,776363,89,50,39,45,111,219,5,65.1,47.2,5,15,42,51,45.23%,$78674,0%,$949,919,$260000,2363,$110,38,85.80%,6%,24%,14%,63,21 mins,4.80%,1.40%,2.00%,Guilford County,58.00%,38.10%,1.1%,12.1%,79.1%,2.5%,2.6%,Eastern Standard Time,897,4.4,37.50%,1,N/A,17,13.0%,0.00,N/A,1,4,N/A,N/A,NC-24198
Franklinville,North Carolina,1451,694,Greensboro-High Point,776363,88,50,38,46,112,215,4,65.4,47.8,6,23,60,32,4.01%,$30444,18%,N/A,N/A,$116000,N/A,N/A,46,31.50%,9%,27%,13%,66,27 mins,4.40%,1.30%,-3.70%,Randolph County,20.40%,76.50%,0.0%,8.2%,75.2%,15.5%,5.5%,Eastern Standard Time,897,4.5,52.30%,16,N/A,N/A,14.5%,174.37,40,1,3,N/A,N/A,NC-24740
Greensboro,North Carolina,294395,2210,Greensboro-High Point,776363,89,49,40,45,111,217,5,65.1,47.2,6,26,52,35,38.21%,$41518,13.8%,N/A,N/A,$218500,1693,$129,35,44.50%,6%,23%,11%,55,20 mins,5.00%,1.40%,8.20%,Guilford County,58.00%,38.10%,4.4%,41.4%,44.0%,7.3%,10.8%,Eastern Standard Time,897,4.4,58.60%,29,N/A,35,18.1%,25.51,N/A,1,8,818,3688,NC-28000
Jamestown,North Carolina,4298,1304,Greensboro-High Point,776363,89,50,39,45,111,213,5,65.1,47.2,6,19,52,46,48.57%,$77083,11.8%,$1259,1109,$226800,N/A,N/A,34,69.90%,6%,22%,11%,59,18 mins,4.80%,1.40%,16.10%,Guilford County,58.00%,38.10%,2.9%,15.9%,75.4%,5.1%,7.4%,Eastern Standard Time,897,4.4,44.70%,48,N/A,35,16.8%,70.13,36,1,9,N/A,N/A,NC-34300
Liberty,North Carolina,2657,846,Greensboro-High Point,776363,89,50,39,46,108,215,3,65.5,47.8,5,10,13,43,12.68%,$38563,16.8%,N/A,N/A,$197000,1539,$128,48,52.50%,8%,23%,13%,65,24 mins,4.40%,1.30%,-1.30%,Randolph County,20.40%,76.50%,0.0%,15.5%,64.6%,18.1%,11.1%,Eastern Standard Time,897,4.5,52.30%,0,N/A,N/A,16.8%,78.80,40,1,4,N/A,N/A,NC-38100
Madison,North Carolina,2178,695,Greensboro-High Point,776363,88,48,40,46,106,214,7,64.5,46.3,6,22,62,44,16.00%,$35250,13.3%,N/A,N/A,$95000,N/A,N/A,55,47.70%,12%,20%,11%,65,21 mins,5.00%,1.40%,-1.80%,Rockingham County,33.70%,63.50%,0.2%,30.9%,63.0%,1.1%,2.4%,Eastern Standard Time,897,4.7,55.00%,32,N/A,N/A,15.9%,191.89,28,1,6,N/A,N/A,NC-40560
Mayodan,North Carolina,2352,939,Greensboro-High Point,776363,88,48,40,46,106,213,8,64.3,46.2,6,22,95,45,11.89%,$28793,18.9%,N/A,N/A,$70400,N/A,N/A,57,52.60%,7%,16%,5%,66,25 mins,5.00%,1.40%,7.70%,Rockingham County,33.70%,63.50%,0.6%,12.3%,81.5%,4.9%,1.5%,Eastern Standard Time,897,4.7,57.40%,36,N/A,43,18.6%,39.65,27,1,4,N/A,N/A,NC-42060
McLeansville,North Carolina,925,163,Greensboro-High Point,776363,89,49,40,45,109,217,4,65.1,47.2,6,21,57,45,17.02%,$42824,0%,N/A,N/A,$132700,N/A,N/A,48,71.70%,6%,24%,13%,63,21 mins,4.80%,1.40%,28.30%,Guilford County,58.00%,38.10%,0.0%,0.1%,99.7%,0.2%,0.2%,Eastern Standard Time,897,4.4,59.10%,11,N/A,N/A,10.3%,138.09,35,1,4,N/A,N/A,NC-40460
