City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alexandria,Ohio,536,2233,Columbus,2122480,$78382,24.32%,45,N/A,N/A,N/A,N/A,81.39%,$881,39.05%,N/A,N/A,2.8%,2.43%,69.26%,Licking County,32.70%,61.30%,0.0%,0.0%,94.96%,0.75%,1.87%,Eastern Standard Time,86,39,47,64,22,58%,55%,41,61,89,45%,54%,35%,44.7,13.64,9.16,38.68%,40.55%,37.11%,9.6,8,7.6,38.6,72,987,5.4,0.24,OH-01154,40.0900259,-82.6119636
Allen township (Union Cnty),Ohio,2160,73,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Union County,27.90%,65.30%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,36,49,65,21,58%,55%,41,61,88,45%,54%,35%,42.77,13.2,8.67,34.38%,33.41%,36.0%,20.9,15,7.6,38.6,78,987,5.2,29.59,OH-01336,40.2447533,-83.4865198
Amanda,Ohio,813,2541,Columbus,2122480,$56917,13.81%,37,$343000,2242,$153,N/A,67.38%,$787,48.32%,N/A,N/A,13.57%,4.99%,61.13%,Fairfield County,33.80%,60.20%,0.0%,2.21%,87.45%,0.37%,0.0%,Eastern Standard Time,85,38,47,65,22,58%,55%,41,61,88,45%,54%,35%,43.4,13.2,8.68,41.15%,44.51%,40.11%,28.3,22,7.6,38.6,75,756,5.5,0.32,OH-01630,39.650109,-82.7417174
Amanda township (Fairfield Cnty),Ohio,813,2541,Columbus,2122480,$56917,13.81%,37,$343000,2242,$153,N/A,67.38%,$787,48.32%,N/A,N/A,13.57%,4.99%,61.13%,Fairfield County,33.80%,60.20%,0.0%,2.21%,87.45%,0.37%,0.0%,Eastern Standard Time,85,38,47,65,22,58%,55%,41,61,88,45%,54%,35%,43.4,13.2,8.68,41.15%,44.51%,40.11%,28.3,22,7.6,38.6,75,756,5.5,0.32,OH-01630,39.650109,-82.7417174
Ashley,Ohio,1410,2136,Columbus,2122480,$57896,7.07%,36,$225000,1131,$199,49,54.08%,$869,59.33%,N/A,N/A,15.08%,1.3%,66.12%,Delaware County,38.70%,54.50%,0.0%,0.0%,91.06%,1.06%,0.21%,Eastern Standard Time,84,35,49,63,19,58%,55%,41,61,86,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,74,846,5.1,0.66,OH-02582,40.4098054,-82.9516527
Ashville,Ohio,4505,2020,Columbus,2122480,$72007,20.98%,34,$235000,1588,$148,35,74.63%,$826,54.43%,92,1223,8.53%,5.45%,65.22%,Pickaway County,26.20%,68.50%,0.0%,2.38%,94.45%,3.51%,0.42%,Eastern Standard Time,86,39,47,65,23,58%,55%,41,61,89,45%,54%,35%,42.56,12.34,9.25,36.33%,33.85%,41.0%,28.3,22,7.6,38.6,67,618,5.2,2.23,OH-02680,39.7183399,-82.948327
Baltimore,Ohio,2985,1339,Columbus,2122480,$45861,24.6%,35,$337000,2042,$165,54,75.37%,$668,57.73%,N/A,N/A,21.08%,7.57%,63.14%,Fairfield County,33.80%,60.20%,0.87%,1.04%,94.74%,0.0%,1.27%,Eastern Standard Time,84,38,46,63,21,58%,55%,41,61,86,45%,54%,35%,41.12,12.27,8.16,41.15%,44.51%,40.11%,28.3,22,7.6,38.6,70,795,5.5,2.23,OH-03758,39.8460391,-82.6046872
Bearfield,Ohio,1804,66,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Perry County,27.40%,67.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,37,47,61,18,58%,55%,44,64,86,45%,54%,35%,46.86,13.94,10.36,39.34%,36.92%,45.22%,11.2,3,7.6,42.0,76,801,5.4,27.33,OH-04584,39.6909392,-82.075163
Beechwood Trails,Ohio,3049,856,Columbus,2122480,$118523,43.02%,45,$382000,1959,$195,34,97.11%,N/A,37.78%,N/A,N/A,0.59%,4.29%,72.57%,Licking County,32.70%,61.30%,1.12%,0.98%,96.56%,0.0%,1.51%,Eastern Standard Time,86,39,47,64,22,58%,55%,41,61,89,45%,54%,35%,44.7,13.64,9.16,44.6%,42.86%,48.33%,28.3,22,7.6,38.6,69,987,5.4,3.56,OH-05013,40.025128,-82.6462965
Bennington township (Licking Cnty),Ohio,1375,51,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Licking County,32.70%,61.30%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,34,49,61,17,58%,55%,39,59,85,45%,54%,35%,45.06,13.2,9.35,37.7%,37.8%,40.0%,9.6,8,7.6,38.1,77,1101,5.4,26.96,OH-05494,40.232373,-82.6067715
