City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Adams,Tennessee,720,274,Nashville-Davidson--Murfreesboro--Franklin,1961232,90,46,44,51,113,210,4,65.4,47.8,7,19,34,31,17.06%,$49750,14.7%,N/A,N/A,$241700,N/A,N/A,39,62.60%,8%,39%,46%,70,29 mins,3.70%,N/A,27.40%,Robertson County,24.50%,71.60%,0.0%,9.7%,86.0%,0.7%,1.6%,Central Standard Time,605,4.4,57.60%,24,N/A,26,17.4%,115.74,17,2,0,N/A,N/A,TN-00200
Ashland City,Tennessee,4599,431,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,48,41,51,106,204,4,65.2,47.6,6,25,59,40,19.91%,$38240,13%,$1162,897,$275000,1417,$194,23,49.00%,9%,45%,45%,63,30 mins,3.30%,N/A,4.40%,Cheatham County,24.40%,70.90%,2.5%,3.5%,84.2%,5.3%,6.2%,Central Standard Time,605,4.5,52.90%,51,N/A,49,20.3%,166.12,19,2,1,254,5607,TN-02180
Auburntown,Tennessee,238,418,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,48,41,54,115,210,4,65,48,6,16,28,34,26.36%,$38333,6.6%,N/A,N/A,$136100,N/A,N/A,60,65.50%,8%,50%,49%,73,33 mins,4.20%,N/A,-23.20%,Cannon County,21.20%,75.40%,0.0%,0.8%,93.3%,1.7%,0.5%,Central Standard Time,605,4.7,36.70%,6,N/A,N/A,14.4%,126.90,17,2,0,N/A,N/A,TN-02400
Belle Meade,Tennessee,2584,842,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,47,42,50,115,210,4,65.5,48.1,6,5,23,49,84.93%,$202061,4%,N/A,N/A,$1593500,N/A,N/A,66,87.10%,7%,55%,55%,56,24 mins,3.20%,N/A,-10.60%,Davidson County,59.80%,33.90%,0.6%,0.5%,97.3%,0.0%,2.2%,Central Standard Time,605,4.6,24.90%,10,N/A,25,15.3%,0.00,20,2,1,34,937,TN-04620
Berry Hill,Tennessee,891,983,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,47,42,49,117,206,4,65.5,48.1,N/A,44,96,29,78.18%,$47500,3.1%,$1247,873,$254700,N/A,N/A,21,11.60%,7%,53%,52%,33,15 mins,3.20%,N/A,90.80%,Davidson County,59.80%,33.90%,1.7%,3.5%,82.7%,7.7%,6.1%,Central Standard Time,605,4.6,72.80%,54,N/A,40,19.5%,0.00,19,2,1,2912,23300,TN-05140
Bethpage,Tennessee,445,335,Nashville-Davidson--Murfreesboro--Franklin,1961232,88,45,43,53,110,208,5,65.6,48.3,6,18,32,49,N/A,$45125,0%,N/A,N/A,$146900,N/A,N/A,51,62.40%,10%,69%,66%,69,27 mins,3.40%,N/A,-3.90%,Sumner County,25.40%,70.10%,0.0%,21.3%,73.5%,0.0%,0%,Central Standard Time,605,4.6,75.70%,16,N/A,26,12.6%,450.93,18,2,0,N/A,N/A,TN-05500
Bon Aqua Junction,Tennessee,1113,236,Nashville-Davidson--Murfreesboro--Franklin,1961232,88,46,42,54,107,208,2,66.1,48.7,N/A,21,36,36,N/A,$22900,7.2%,N/A,N/A,$96800,N/A,N/A,25,64.40%,10%,49%,50%,69,36 mins,3.90%,N/A,18.00%,Hickman County,23.30%,72.90%,0.0%,1.0%,87.3%,11.7%,1.9%,Central Standard Time,605,4.7,46.40%,20,N/A,13,13.7%,332.85,21,1,1,N/A,N/A,TN-07280
Bransford,Tennessee,200,50,Nashville-Davidson--Murfreesboro--Franklin,1961232,88,45,43,53,110,208,5,65.6,48.3,N/A,17,28,51,N/A,$28661,15.6%,N/A,N/A,$135100,N/A,N/A,48,100.00%,9%,57%,53%,68,27 mins,3.40%,N/A,-4.30%,Sumner County,25.40%,70.10%,0.0%,0.0%,63.0%,37.0%,8.2%,Central Standard Time,605,4.6,37.10%,0,N/A,6,13.7%,0.00,18,2,0,N/A,N/A,TN-08080
Brentwood,Tennessee,41524,1010,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,47,42,53,120,210,4,65,48,6,7,20,41,76.12%,$138395,1.9%,$1623,961,$1100000,4089,$269,25,88.50%,7%,40%,41%,61,25 mins,3.30%,N/A,17.50%,Williamson County,29.20%,64.20%,7.8%,3.6%,83.7%,3.4%,9.4%,Central Standard Time,605,4.5,29.70%,4,N/A,18,15.5%,3.94,18,2,1,87,865,TN-08280
Burns,Tennessee,1736,512,Nashville-Davidson--Murfreesboro--Franklin,1961232,87,47,40,54,108,205,2,66.5,48.7,6,17,24,40,11.75%,$47500,5.5%,N/A,N/A,$254000,N/A,N/A,39,64.10%,9%,53%,55%,65,28 mins,3.80%,N/A,6.20%,Dickson County,25.30%,70.80%,0.2%,0.2%,97.0%,1.2%,0.6%,Central Standard Time,605,4.5,53.80%,20,N/A,27,17.4%,73.68,20,2,0,0,686,TN-09880
Carthage,Tennessee,2533,821,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,47,42,52,111,206,3,65.6,48.2,5,22,35,40,17.87%,$42925,7.6%,N/A,N/A,$138000,N/A,N/A,50,46.30%,9%,62%,55%,67,22 mins,3.90%,N/A,6.40%,Smith County,22.70%,73.90%,0.0%,8.6%,87.0%,0.8%,1.1%,Central Standard Time,605,4.3,55.30%,33,N/A,25,17.3%,104.96,16,2,0,263,2152,TN-11280
Castalian Springs,Tennessee,397,94,Nashville-Davidson--Murfreesboro--Franklin,1961232,89,46,43,52,115,208,3,65.6,48.3,6,17,29,43,27.7%,$105648,6.6%,N/A,N/A,$211900,N/A,N/A,30,77.70%,10%,52%,53%,68,27 mins,3.40%,N/A,60.30%,Sumner County,25.40%,70.10%,0.0%,0.0%,100.0%,0.0%,0%,Central Standard Time,605,4.6,40.90%,0,N/A,10,23.4%,214.88,20,2,0,N/A,N/A,TN-11440
Cedar Hill,Tennessee,271,576,Nashville-Davidson--Murfreesboro--Franklin,1961232,88,45,43,51,113,204,6,65.2,47.6,7,22,38,33,4.03%,$31538,16.9%,N/A,N/A,$183200,N/A,N/A,33,58.30%,10%,53%,51%,70,29 mins,3.70%,N/A,-5.10%,Robertson County,24.50%,71.60%,0.0%,11.1%,73.0%,14.8%,1%,Central Standard Time,605,4.4,51.90%,7,N/A,28,18.4%,397.73,17,2,0,N/A,N/A,TN-11980
