City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Austin,Indiana,3921,1474,Louisville,1279554,$27008,10.83%,44,$180000,1915,$94,47,48.88%,$710,58.45%,N/A,N/A,23.97%,4.88%,56.28%,Scott County,28.90%,66.40%,0.0%,0.0%,85.0%,10.07%,1.17%,Eastern Standard Time,86,40,46,65,24,56%,55%,45,65,90,55%,65%,46%,52.72,13.51,11.5,37.48%,35.38%,39.33%,19.2,12,7.8,45.1,64,696,4,2.66,IN-02800,38.7416937,-85.8116949
Bethlehem township (Clark Cnty),Indiana,525,29,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,43,45,70,27,56%,55%,45,65,93,55%,65%,46%,52.72,13.51,11.5,37.48%,35.38%,39.33%,13.4,9,7.8,45.1,72,696,3.9,18.1,IN-05122,38.5543718,-85.4574853
Blue River township (Harrison Cnty),Indiana,2427,63,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Harrison County,25.80%,69.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,41,46,64,21,56%,55%,45,65,92,55%,65%,46%,54.92,13.78,12.41,29.75%,26.7%,33.67%,13.4,9,7.8,45.1,72,663,3.9,38.52,IN-06058,38.3767847,-86.2017165
Boone township (Harrison Cnty),Indiana,1422,30,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Harrison County,25.80%,69.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,43,43,65,23,56%,55%,45,65,90,55%,65%,46%,54.24,13.36,12.12,39.95%,39.34%,39.0%,13.4,9,7.8,45.1,66,564,3.9,47.4,IN-06544,38.0455543,-86.0698134
Borden,Indiana,1326,954,Louisville,1279554,$60000,16.78%,29,$240000,1429,$168,35,71.55%,$767,41.79%,N/A,N/A,10.0%,4.55%,67.96%,Clark County,36.30%,58.00%,0.0%,0.38%,95.1%,2.71%,1.58%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,72,759,3.9,1.39,IN-06634,38.4698929,-85.9490889
Brown township (Washington Cnty),Indiana,1193,39,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washington County,23.20%,72.10%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,41,46,64,21,56%,55%,45,65,92,55%,65%,46%,54.53,13.8,12.02,33.62%,30.44%,38.11%,15.2,11,7.8,45.1,77,513,4.2,30.59,IN-08380,38.7011605,-86.2697775
Campbellsburg,Indiana,553,559,Louisville,1279554,$53375,10.2%,30,$119000,1400,$85,44,73.99%,$725,39.47%,N/A,N/A,10.67%,4.78%,55.02%,Washington County,23.20%,72.10%,0.0%,0.0%,98.19%,0.0%,0.9%,Eastern Standard Time,87,41,46,64,21,56%,55%,45,65,92,55%,65%,46%,54.53,13.8,12.02,33.62%,30.44%,38.11%,15.2,11,7.8,45.1,77,705,4.2,0.99,IN-10000,38.6514007,-86.2613382
Carr township (Clark Cnty),Indiana,3789,144,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,72,759,3.9,26.31,IN-10432,38.4440942,-85.8403724
Charlestown,Indiana,7859,686,Louisville,1279554,$58987,19.9%,37,$230000,1465,$157,43,71.92%,$773,56.29%,N/A,N/A,14.14%,1.83%,65.57%,Clark County,36.30%,58.00%,0.24%,3.77%,83.89%,5.87%,2.38%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,67,573,3.9,11.45,IN-12124,38.4270271,-85.6677613
Charlestown township,Indiana,7859,686,Louisville,1279554,$58987,19.9%,37,$230000,1465,$157,43,71.92%,$773,56.29%,N/A,N/A,14.14%,1.83%,65.57%,Clark County,36.30%,58.00%,0.24%,3.77%,83.89%,5.87%,2.38%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,67,573,3.9,11.45,IN-12124,38.4270271,-85.6677613
