City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Accokeek,Maryland,11546,421,Washington-Arlington-Alexandria,6324629,87,44,43,43,110,202,15,63.6,44.9,6,20,38,43,41.29%,$126000,1.1%,N/A,N/A,$392100,N/A,N/A,21,93.10%,3%,15%,-2%,59,40 mins,4.10%,-0.60%,9.80%,Prince George's County,88.10%,8.40%,7.1%,64.7%,18.5%,2.9%,10.7%,Eastern Standard Time,26,4.3,43.40%,5,N/A,28,22.5%,8.55,32,2,2,N/A,N/A,MD-00250
Adamstown,Maryland,2542,773,Washington-Arlington-Alexandria,6324629,88,41,47,42,108,197,21,62.2,43.6,6,10,18,36,49.74%,$140417,0.9%,N/A,N/A,$446300,N/A,N/A,15,94.70%,3%,11%,0%,66,44 mins,3.60%,0.60%,19.10%,Frederick County,45.00%,47.40%,1.5%,7.4%,86.2%,2.8%,4.3%,Eastern Standard Time,26,4.2,33.30%,35,N/A,38,17.8%,0.00,26,2,3,N/A,N/A,MD-00350
Adelphi,Maryland,15898,5853,Washington-Arlington-Alexandria,6324629,89,43,46,43,112,200,13,63.4,44.8,7,31,54,33,29.32%,$61870,8.9%,$1424,741,$354100,N/A,N/A,47,40.10%,5%,31%,2%,24,35 mins,4.10%,-0.60%,5.70%,Prince George's County,88.10%,8.40%,7.8%,35.2%,12.0%,43.2%,52.7%,Eastern Standard Time,26,4.3,57.00%,63,N/A,49,23.4%,5.98,31,2,15,N/A,N/A,MD-00400
Andrews AFB,Maryland,2962,427,Washington-Arlington-Alexandria,6324629,88,44,44,44,110,200,13,63.2,44.7,7,15,30,23,38.58%,$61726,5.1%,N/A,N/A,$273800,N/A,N/A,22,0.00%,4%,27%,0%,50,36 mins,4.10%,-0.60%,8.90%,Prince George's County,88.10%,8.40%,2.7%,19.0%,56.8%,15.1%,4.1%,Eastern Standard Time,26,4.3,27.40%,5,N/A,34,N/A,0.00,31,2,10,N/A,N/A,N/A
Aquasco,Maryland,837,42,Washington-Arlington-Alexandria,6324629,86,44,42,44,108,203,16,63.3,44.8,N/A,18,33,49,N/A,$62863,4.9%,N/A,N/A,$206000,N/A,N/A,43,76.90%,4%,28%,0%,68,36 mins,4.10%,-0.60%,0.10%,Prince George's County,88.10%,8.40%,0.0%,48.7%,45.9%,0.0%,1.5%,Eastern Standard Time,26,4.3,48.80%,15,N/A,N/A,22.1%,24.78,37,2,0,N/A,N/A,MD-01925
Ashton-Sandy Spring,Maryland,6004,586,Washington-Arlington-Alexandria,6324629,87,42,45,44,112,202,16,62.6,43.9,N/A,16,30,44,54.78%,$124286,1.1%,N/A,N/A,$572600,N/A,N/A,35,81.00%,2%,11%,0%,55,34 mins,3.30%,0.80%,12.20%,Montgomery County,74.70%,19.40%,8.0%,18.9%,58.8%,10.2%,15.3%,Eastern Standard Time,26,4.1,45.30%,1,N/A,N/A,18.7%,3.83,30,2,17,N/A,N/A,MD-02762
Aspen Hill,Maryland,52386,5451,Washington-Arlington-Alexandria,6324629,87,42,45,43,109,198,16,63,44.3,6,18,28,37,42.92%,$82030,7.2%,$1558,817,$469900,1894,$248,47,62.90%,2%,11%,0%,41,36 mins,3.30%,0.80%,11.40%,Montgomery County,74.70%,19.40%,11.2%,19.5%,33.4%,31.7%,40%,Eastern Standard Time,26,4.1,51.10%,27,42,40,19.7%,0.00,30,2,16,N/A,N/A,MD-02825
Baden,Maryland,1766,64,Washington-Arlington-Alexandria,6324629,88,43,45,44,107,203,15,63.4,44.8,N/A,14,25,50,27.77%,$88681,1.2%,N/A,N/A,$436500,N/A,N/A,43,76.80%,4%,28%,0%,66,41 mins,4.10%,-0.60%,-22.20%,Prince George's County,88.10%,8.40%,0.5%,32.0%,49.9%,14.9%,10.5%,Eastern Standard Time,26,4.3,46.90%,8,N/A,26,19.4%,0.00,35,2,1,N/A,N/A,MD-03500
Ballenger Creek,Maryland,19394,1795,Washington-Arlington-Alexandria,6324629,88,41,47,42,107,196,23,62,43.7,N/A,27,51,35,40.20%,$78000,5.5%,$1776,988,$254800,N/A,N/A,23,60.50%,4%,17%,0%,57,35 mins,3.60%,0.60%,1.30%,Frederick County,45.00%,47.40%,7.4%,15.4%,60.8%,13.0%,17.8%,Eastern Standard Time,26,4.2,52.20%,25,N/A,40,21.0%,0.00,25,2,6,N/A,N/A,MD-03800
Barnesville,Maryland,145,297,Washington-Arlington-Alexandria,6324629,85,40,45,44,117,201,25,62.3,43.7,6,13,24,49,N/A,$131250,0%,N/A,N/A,$492500,N/A,N/A,78,91.20%,2%,11%,0%,63,27 mins,3.30%,0.80%,5.10%,Montgomery County,74.70%,19.40%,1.4%,1.4%,82.1%,15.2%,5%,Eastern Standard Time,26,4.1,35.00%,7,N/A,15,12.0%,0.00,28,2,10,N/A,N/A,MD-04475
