City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Ayers,Illinois,480,21,Champaign-Urbana,225547,85,33,52,40,111,195,22,N/A,N/A,8,11,18,47,23.07%,$65000,N/A,N/A,N/A,$86200,N/A,N/A,73,90.70%,3%,13%,8%,83,31 mins,4.20%,2.20%,34.80%,Champaign County,54.70%,36.40%,0.6%,0.0%,97.3%,1.9%,N/A,Central Standard Time,662,4,37.30%,2,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,IL-03246
Bement,Illinois,1732,2270,Champaign-Urbana,225547,85,34,51,40,104,195,15,62.4,43.6,9,12,21,41,13.65%,$54474,5.7%,N/A,N/A,$80500,N/A,N/A,58,69.30%,0%,17%,0%,82,27 mins,3.70%,1.80%,-20.00%,Piatt County,29.20%,62.20%,0.2%,1.7%,88.9%,0.2%,1.3%,Central Standard Time,662,4,44.70%,44,N/A,44,14.9%,0.00,10,3,0,N/A,N/A,IL-05144
Bement township,Illinois,1852,38,Champaign-Urbana,225547,85,34,51,40,105,196,15,N/A,N/A,N/A,12,21,42,N/A,$55735,N/A,N/A,N/A,$100700,N/A,N/A,60,66.70%,0%,15%,1%,82,26 mins,3.70%,1.80%,-21.30%,Piatt County,29.20%,62.20%,0.2%,1.6%,89.6%,0.2%,N/A,Central Standard Time,662,4,44.20%,0,N/A,30,N/A,0.00,10,3,0,N/A,N/A,N/A
Blue Ridge,Illinois,1366,21,Champaign-Urbana,225547,85,33,52,40,103,196,19,N/A,N/A,N/A,10,17,47,24.21%,$60357,N/A,N/A,N/A,$133600,N/A,N/A,61,81.80%,0%,14%,1%,82,24 mins,3.70%,1.80%,-5.80%,Piatt County,29.20%,62.20%,0.0%,0.0%,89.6%,5.2%,N/A,Central Standard Time,662,4,40.40%,0,N/A,25,N/A,N/A,N/A,3,N/A,N/A,N/A,IL-06808
Bondville,Illinois,473,1884,Champaign-Urbana,225547,84,33,51,41,112,193,20,62.1,43.3,9,13,23,41,13.78%,$36346,14.9%,N/A,N/A,$100000,N/A,N/A,49,56.60%,3%,13%,7%,81,17 mins,4.20%,2.20%,-13.40%,Champaign County,54.70%,36.40%,0.0%,1.3%,92.8%,4.7%,3.5%,Central Standard Time,662,4,45.90%,14,N/A,25,14.5%,0.00,10,3,0,N/A,N/A,IL-07211
Brenton,Illinois,997,28,Champaign-Urbana,225547,85,32,53,38,109,190,19,N/A,N/A,N/A,15,25,40,7.01%,$39907,N/A,N/A,N/A,$60300,N/A,N/A,70,56.80%,1%,10%,4%,85,26 mins,4.40%,1.40%,44.10%,Ford County,22.10%,70.00%,0.4%,0.0%,90.1%,7.2%,N/A,Central Standard Time,662,3.9,53.10%,0,N/A,25,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-07978
Broadlands,Illinois,374,1161,Champaign-Urbana,225547,85,33,52,40,111,198,22,62.1,43.3,9,12,21,39,16.87%,$59250,23.9%,N/A,N/A,$82000,N/A,N/A,73,86.50%,3%,13%,7%,83,32 mins,4.20%,2.20%,25.50%,Champaign County,54.70%,36.40%,0.8%,0.0%,96.5%,2.4%,1.7%,Central Standard Time,662,4,47.60%,0,N/A,N/A,13.9%,0.00,10,3,1,N/A,N/A,IL-08420
Brown,Illinois,1949,54,Champaign-Urbana,225547,85,32,53,39,107,195,18,N/A,N/A,8,12,20,31,22.23%,$63295,N/A,N/A,N/A,$122400,N/A,N/A,52,73.10%,3%,13%,7%,83,22 mins,4.20%,2.20%,2.60%,Champaign County,54.70%,36.40%,0.1%,0.4%,95.5%,2.2%,N/A,Central Standard Time,662,4,47.70%,0,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,IL-08914
Button,Illinois,267,8,Champaign-Urbana,225547,85,33,52,39,104,190,16,N/A,N/A,N/A,11,19,44,N/A,$63750,N/A,N/A,N/A,$115900,N/A,N/A,52,89.00%,1%,10%,5%,84,22 mins,4.40%,1.40%,10.80%,Ford County,22.10%,70.00%,0.0%,0.0%,97.8%,0.0%,N/A,Central Standard Time,662,3.9,35.50%,0,N/A,34,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-10214
Cabery,Illinois,260,837,Champaign-Urbana,225547,85,32,53,38,113,194,25,61.6,42.4,8,16,27,37,11.41%,$52344,10.7%,N/A,N/A,$58100,N/A,N/A,78,71.70%,1%,11%,5%,84,22 mins,4.40%,1.40%,19.50%,Ford County,22.10%,70.00%,0.0%,0.0%,89.2%,9.7%,0.8%,Central Standard Time,662,3.9,59.90%,6,N/A,N/A,11.1%,N/A,N/A,2,N/A,N/A,N/A,IL-10292
