City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Adams (Green Cnty),Wisconsin,492,167,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,477,3552,N/A,N/A,N/A,Green County,48.00%,45.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,27,56,63,11,60%,57%,37,58,85,52%,64%,45%,41.98,15.76,5.42,33.56%,35.16%,32.11%,35.9,24,8.1,40.5,84,726,3.5,2.95,WI-00325,42.7267988,-89.7788937
Albany (Green Cnty),Wisconsin,961,757,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,905,N/A,N/A,N/A,Green County,48.00%,45.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,28,56,61,11,60%,57%,37,58,86,52%,64%,45%,41.39,15.3,5.74,35.07%,37.25%,32.56%,55.1,34,8.1,40.5,83,810,3.5,1.27,WI-00775,42.726726,-89.4265429
Albion (Dane Cnty),Wisconsin,1991,57,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dane County,70.40%,23.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,61,11,60%,57%,37,58,85,52%,64%,45%,40.42,14.41,5.64,28.14%,30.88%,25.0%,55.1,34,8.1,40.5,79,768,3.3,34.93,WI-00875,42.8915048,-89.0727839
Arena,Wisconsin,1480,1287,Madison,674506,N/A,N/A,N/A,$344000,1880,$183,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Iowa County,54.30%,39.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,29,54,59,8,60%,57%,37,58,85,52%,64%,45%,40.41,15.41,4.89,34.49%,36.7%,30.44%,55.1,34,8.1,40.5,85,699,3.5,1.15,WI-02575,43.133175,-89.9352838
Arlington,Wisconsin,758,729,Madison,674506,N/A,N/A,N/A,$387000,2529,$153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Columbia County,45.60%,47.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,27,56,60,9,60%,57%,37,58,85,52%,64%,45%,37.53,13.59,4.64,31.62%,34.73%,27.78%,55.1,34,8.1,40.5,81,963,3.2,1.04,WI-02825,43.3375956,-89.4237182
Avoca,Wisconsin,555,247,Madison,674506,$50250,7.11%,41,N/A,N/A,N/A,48,54.86%,$743,53.8%,0,0,17.48%,3.58%,58.86%,Iowa County,54.30%,39.20%,0.72%,4.14%,94.23%,0.0%,1.8%,Central Standard Time,84,28,56,62,10,60%,57%,37,58,86,52%,64%,45%,35.04,13.85,3.13,34.66%,42.2%,25.67%,52.2,28,8.1,40.5,86,657,3.5,2.25,WI-04025,43.1906603,-90.3259411
Barneveld,Wisconsin,1319,687,Madison,674506,$95956,30.06%,35,N/A,N/A,N/A,32,81.37%,$971,39.81%,79,557,3.02%,1.4%,81.9%,Iowa County,54.30%,39.20%,0.0%,0.91%,90.45%,2.35%,1.29%,Central Standard Time,82,27,55,61,10,60%,57%,37,58,84,52%,64%,45%,43.37,16.18,6.11,33.92%,35.38%,31.44%,55.1,34,8.1,40.5,85,942,3.5,1.92,WI-04775,43.0117043,-89.896823
Belleville,Wisconsin,2657,1671,Madison,674506,$78872,34.65%,36,$365000,1738,$210,29,81.43%,$900,36.63%,81,650,4.07%,3.66%,78.05%,Dane County,70.40%,23.00%,0.41%,0.53%,93.94%,1.39%,1.77%,Central Standard Time,83,28,55,62,12,60%,57%,37,58,85,52%,64%,45%,41.39,15.3,5.74,33.92%,35.38%,31.44%,55.1,34,8.1,40.5,82,810,3.3,1.59,WI-06300,42.86421,-89.5402372
Berry,Wisconsin,1181,33,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dane County,70.40%,23.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,27,56,60,9,60%,57%,37,58,85,52%,64%,45%,39.4,14.75,4.71,34.49%,36.7%,30.44%,55.1,34,8.1,40.5,81,687,3.3,35.79,WI-07025,43.1628643,-89.6602006
Black Earth,Wisconsin,485,577,Madison,674506,N/A,N/A,N/A,$341000,1731,$197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dane County,70.40%,23.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,29,54,59,8,60%,57%,37,58,85,52%,64%,45%,40.41,15.41,4.89,34.49%,36.7%,30.44%,55.1,34,8.1,40.5,80,699,3.3,0.84,WI-07825,43.1408388,-89.7803001
Blanchardville,Wisconsin,750,1563,Madison,674506,$59716,21.91%,41,N/A,N/A,N/A,70,82.43%,$540,61.97%,126,379,5.76%,3.7%,72.33%,Lafayette County,42.90%,51.90%,0.67%,0.0%,94.67%,0.27%,1.73%,Central Standard Time,83,28,55,61,9,60%,57%,37,58,85,52%,64%,45%,41.98,15.76,5.42,33.92%,35.38%,31.44%,35.9,24,8.1,40.5,84,726,3.5,0.48,WI-08125,42.809425,-89.8605768
Blooming Grove,Wisconsin,1918,288,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dane County,70.40%,23.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,62,12,60%,57%,37,58,85,52%,64%,45%,41.68,15.16,5.66,34.49%,32.86%,35.0%,55.1,34,8.1,40.5,61,795,3.3,6.66,WI-08350,43.0260067,-89.3197637
Blue Mounds,Wisconsin,924,1050,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dane County,70.40%,23.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,29,54,59,8,60%,57%,37,58,85,52%,64%,45%,43.37,16.18,6.11,33.92%,35.38%,31.44%,55.1,34,8.1,40.5,81,942,3.3,0.88,WI-08500,42.9861203,-89.7815916
Brigham,Wisconsin,1003,16,Madison,674506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Iowa County,54.30%,39.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,27,55,61,10,60%,57%,37,58,84,52%,64%,45%,43.37,16.18,6.11,33.92%,35.38%,31.44%,55.1,34,8.1,40.5,85,942,3.5,62.69,WI-09600,42.9946047,-89.8972179
Bristol,Wisconsin,3908,120,Madison,674506,N/A,N/A,N/A,$455000,1857,$245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dane County,70.40%,23.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,27,56,60,9,60%,57%,37,58,85,52%,64%,45%,37.53,13.59,4.64,31.62%,34.73%,27.78%,55.1,34,8.1,40.5,75,963,3.3,32.7,WI-09775,43.2412401,-89.1839571
Brodhead,Wisconsin,3247,1804,Madison,674506,$43306,12.71%,40,$290000,1676,$173,53,74.29%,$686,62.47%,0,679,19.55%,7.93%,65.5%,Green County,48.00%,45.80%,0.46%,0.0%,97.04%,2.09%,1.6%,Central Standard Time,84,28,56,61,11,60%,57%,37,58,86,52%,64%,45%,40.72,14.93,6.02,35.07%,37.25%,32.56%,39.7,26,8.1,40.5,81,714,3.5,1.8,WI-09925,42.616837,-89.3756035
Brooklyn (Green Cnty),Wisconsin,1173,1047,Madison,674506,N/A,N/A,N/A,$352000,2047,$172,N/A,N/A,N/A,N/A,67,271,N/A,N/A,N/A,Green County,48.00%,45.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,61,11,60%,57%,37,58,85,52%,64%,45%,41.39,15.3,5.74,28.14%,30.88%,25.0%,55.1,34,8.1,40.5,83,810,3.5,1.12,WI-10100,42.8118847,-89.4293656
