City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Andover,Connecticut,3179,206,Hartford-West Hartford-East Hartford,1213324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tolland County,49.70%,44.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,36,45,64,20,53%,52%,38,59,82,58%,63%,57%,49.76,13.97,11.33,33.84%,34.4%,32.89%,47.5,17,7.8,19.9,78,609,3.6,15.43,CT-01080,41.7331195,-72.3760493
Ansonia,Connecticut,18951,3148,New Haven-Milford,864751,$80585,22.69%,40,$331000,1839,$180,66,62.4%,$1405,57.19%,192,1484,8.55%,8.07%,69.65%,New Haven County,54.20%,42.00%,3.18%,18.09%,50.56%,25.09%,18.36%,Eastern Standard Time,83,37,46,64,19,59%,60%,41,61,86,58%,63%,57%,51.22,13.59,11.84,32.99%,35.38%,31.78%,35.6,13,7.8,20.9,59,126,3.5,6.02,CT-01150,41.3442507,-73.0689289
Ashford,Connecticut,4254,110,Worcester,973361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windham County,42.90%,50.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,36,45,64,20,53%,52%,38,59,82,58%,63%,57%,53.06,15.33,12.8,33.84%,34.4%,32.89%,52.7,15,7.8,19.9,81,453,3.5,38.67,CT-01430,41.8910913,-72.1710357
Avon,Connecticut,18381,794,Hartford-West Hartford-East Hartford,1213324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,1140,N/A,N/A,N/A,Hartford County,59.10%,36.40%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,37,48,63,18,53%,52%,38,59,87,58%,63%,57%,54.35,15.59,12.84,36.0%,38.46%,35.67%,47.0,12,7.8,19.9,74,462,3.3,23.15,CT-02060,41.7906731,-72.8538402
Baltic,Connecticut,1266,1021,Norwich-New London,269131,$89907,17.94%,34,$215000,2389,$90,82,36.74%,$1239,54.92%,N/A,N/A,9.97%,4.81%,75.34%,New London County,50.40%,43.80%,3.55%,9.16%,63.19%,17.61%,4.11%,Eastern Standard Time,85,39,46,66,22,53%,52%,38,59,87,58%,63%,57%,51.4,12.48,12.84,32.41%,30.66%,35.22%,38.7,10,7.8,19.9,80,279,3.3,1.24,CT-02550,41.6139843,-72.0866335
Bantam,Connecticut,762,754,Torrington,185175,$51406,22.67%,50,$150000,1415,$106,70,59.57%,$666,55.99%,N/A,N/A,12.73%,5.51%,57.53%,Litchfield County,40.80%,54.40%,0.13%,0.0%,96.72%,2.89%,0.26%,N/A,83,34,49,60,16,53%,52%,38,59,84,58%,63%,57%,51.69,15.13,12.28,40.03%,40.55%,40.67%,55.2,31,7.8,19.9,83,996,3.4,1.01,CT-02690,41.7247451,-73.2422628
Barkhamsted,Connecticut,3693,102,Torrington,185175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Litchfield County,40.80%,54.40%,N/A,N/A,N/A,N/A,N/A,N/A,85,35,50,61,15,53%,52%,38,59,87,58%,63%,57%,51.96,14.65,12.51,37.32%,39.89%,36.78%,48.6,14,7.8,19.9,83,648,3.4,36.21,CT-02760,41.931554,-72.9727667
Beacon Falls,Connecticut,6108,631,New Haven-Milford,864751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New Haven County,54.20%,42.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,37,46,64,19,59%,60%,41,61,86,58%,63%,57%,51.29,13.85,12.78,33.32%,35.49%,32.22%,35.6,13,7.8,20.9,67,300,3.5,9.68,CT-03250,41.4390242,-73.0567625
Berlin,Connecticut,20584,782,Hartford-West Hartford-East Hartford,1213324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92,1224,N/A,N/A,N/A,Hartford County,59.10%,36.40%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,38,47,64,20,53%,52%,38,59,87,58%,63%,57%,52.52,14.14,12.96,33.32%,35.49%,32.22%,47.0,12,7.8,19.9,67,309,3.3,26.32,CT-04300,41.6113851,-72.7758191
Bethany,Connecticut,5526,262,New Haven-Milford,864751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New Haven County,54.20%,42.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,37,46,64,19,59%,60%,41,61,86,58%,63%,57%,51.29,13.85,12.78,33.32%,35.49%,32.22%,35.6,13,7.8,20.9,68,300,3.5,21.09,CT-04580,41.4260554,-72.993082
Bethel,Connecticut,11606,1884,Bridgeport-Stamford-Norwalk,956446,$88344,38.39%,41,$560000,2373,$236,45,69.98%,$1471,59.58%,30,629,5.86%,3.57%,70.74%,Fairfield County,57.90%,38.00%,4.9%,10.08%,59.05%,13.28%,24.51%,Eastern Standard Time,86,37,49,65,21,59%,60%,41,61,91,58%,63%,57%,50.07,14.16,11.6,38.3%,41.54%,36.33%,35.6,13,7.8,20.9,65,477,3.4,6.16,CT-04790,41.365099,-73.4125091
Bethlehem,Connecticut,2275,292,Torrington,185175,$107838,35.73%,44,$475000,2461,$193,47,73.56%,$1117,46.74%,N/A,N/A,4.31%,2.09%,71.35%,Litchfield County,40.80%,54.40%,0.0%,0.26%,94.9%,2.24%,4.75%,N/A,83,34,49,60,16,53%,52%,38,59,84,58%,63%,57%,52.05,14.31,12.17,38.38%,38.13%,39.33%,55.2,31,7.8,19.9,81,492,3.4,7.79,CT-04945,41.6400951,-73.2030393
Bloomfield,Connecticut,20848,799,Hartford-West Hartford-East Hartford,1213324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126,2335,N/A,N/A,N/A,Hartford County,59.10%,36.40%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,37,50,65,20,53%,52%,38,59,90,58%,63%,57%,48.53,13.7,11.54,35.67%,37.47%,36.78%,47.5,17,7.8,19.9,64,174,3.3,26.09,CT-05910,41.8425788,-72.7406216
Blue Hills,Connecticut,1989,1700,Hartford-West Hartford-East Hartford,1213324,$62672,11.64%,52,$210000,1628,$129,64,76.54%,$783,59.57%,N/A,N/A,17.4%,5.03%,67.84%,Hartford County,59.10%,36.40%,0.0%,88.99%,2.92%,5.53%,32.13%,Eastern Standard Time,86,38,48,67,22,53%,52%,38,59,88,58%,63%,57%,43.88,12.36,9.77,35.62%,37.58%,34.78%,47.5,17,7.8,19.9,59,18,3.3,1.17,CT-06050,41.8133727,-72.6954422
Bolton,Connecticut,4947,343,Hartford-West Hartford-East Hartford,1213324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tolland County,49.70%,44.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,36,45,64,20,53%,52%,38,59,82,58%,63%,57%,49.22,13.58,11.6,33.84%,34.4%,32.89%,47.5,17,7.8,19.9,75,291,3.6,14.42,CT-06260,41.7664908,-72.4390096
Bozrah,Connecticut,2587,130,Norwich-New London,269131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New London County,50.40%,43.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,39,46,66,22,53%,52%,38,59,87,58%,63%,57%,51.4,12.48,12.84,32.41%,30.66%,35.22%,38.7,10,7.8,19.9,81,279,3.3,19.9,CT-06820,41.5453396,-72.1748869
