City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Accoville,West Virginia,743,230,Logan,31688,N/A,6.04%,36,N/A,N/A,N/A,35,89.93%,$1321,48.43%,N/A,N/A,30.55%,9.09%,39.43%,Logan County,16.80%,79.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,89,45,44,67,27,60%,61%,41,60,98,59%,64%,54%,53.54,16.43,11.98,41.97%,43.85%,46.11%,36.8,16,7.1,43.9,74,657,4.2,3.23,WV-00196,37.7652542,-81.8269748
Addison (Webster Springs),West Virginia,913,2029,None,N/A,$32708,18.85%,41,N/A,N/A,N/A,68,75.08%,$512,59.42%,N/A,N/A,28.15%,8.59%,42.3%,Webster County,18.50%,76.50%,0.0%,0.0%,96.71%,0.33%,0.0%,N/A,80,39,41,58,19,58%,59%,40,59,82,59%,64%,54%,62.26,18.92,14.62,50.25%,50.11%,60.11%,69.2,28,4.9,43.9,89,1446,4.1,0.45,WV-00364,38.4781934,-80.4082166
Albright,West Virginia,294,1278,Morgantown,139961,$55714,2.9%,29,N/A,N/A,N/A,72,53.79%,$1018,47.45%,N/A,N/A,21.09%,7.69%,66.27%,Preston County,19.40%,74.70%,0.0%,0.0%,98.98%,0.68%,0.68%,Eastern Standard Time,77,34,43,59,18,58%,59%,40,59,77,42%,52%,29%,53.09,14.6,12.97,49.04%,46.59%,55.67%,128.1,48,4.9,34.4,88,2406,3.5,0.23,WV-00748,39.4937015,-79.6399583
Alderson,West Virginia,1182,1328,None,N/A,$33794,12.34%,54,N/A,N/A,N/A,65,58.57%,$724,65.45%,N/A,N/A,40.27%,3.43%,22.93%,Greenbrier County,26.50%,67.20%,0.0%,0.0%,96.11%,2.37%,1.27%,N/A,85,41,44,62,22,60%,61%,41,60,90,59%,64%,54%,42.97,11.6,9.7,34.3%,35.27%,37.44%,20.5,9,7.1,43.9,85,1419,4,0.89,WV-00772,37.7276865,-80.6436484
Alum Creek,West Virginia,1472,144,Charleston,260824,$72250,14.49%,49,N/A,N/A,N/A,46,78.91%,$1298,38.88%,N/A,N/A,13.11%,8.74%,52.29%,Lincoln County,20.40%,74.40%,0.0%,0.0%,99.05%,0.0%,0.0%,Eastern Standard Time,86,42,44,64,23,56%,57%,44,63,90,45%,54%,35%,49.74,14.41,11.44,44.05%,41.98%,52.0%,25.9,19,4.6,43.8,66,648,4.2,10.21,WV-01396,38.2875089,-81.8330045
Amherstdale,West Virginia,5,2,Logan,31688,N/A,0.0%,N/A,N/A,N/A,N/A,N/A,30.88%,N/A,100.0%,N/A,N/A,0.0%,0.0%,0.0%,Logan County,16.80%,79.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,89,45,44,67,27,60%,61%,41,60,98,59%,64%,54%,53.54,16.43,11.98,41.97%,43.85%,46.11%,36.8,16,7.1,43.9,73,657,4.2,2.99,WV-01660,37.7799034,-81.8182786
Anawalt,West Virginia,217,381,None,N/A,$26375,6.54%,32,N/A,N/A,N/A,70,78.86%,N/A,55.93%,N/A,N/A,48.39%,4.08%,30.43%,McDowell County,23.00%,74.10%,0.0%,0.46%,98.62%,0.92%,14.75%,N/A,82,40,42,60,22,60%,61%,41,60,85,59%,64%,54%,47.23,12.44,11.07,44.79%,43.52%,53.44%,40.0,17,7.1,43.9,78,2625,4.1,0.57,WV-01780,37.3364565,-81.4405962
Anmoore,West Virginia,558,526,Clarksburg,90878,$27738,3.96%,40,N/A,N/A,N/A,62,42.02%,$762,54.6%,N/A,N/A,33.51%,6.98%,45.36%,Harrison County,27.10%,66.10%,0.0%,0.0%,94.27%,3.76%,0.0%,N/A,86,40,46,63,22,58%,59%,40,59,91,42%,52%,29%,49.65,14.5,11.65,46.05%,46.7%,49.33%,22.7,17,4.9,34.4,72,906,3.6,1.06,WV-01900,39.2591327,-80.2939718
Ansted,West Virginia,1210,729,Beckley,115985,$54327,13.49%,46,N/A,N/A,N/A,61,73.37%,$725,59.54%,N/A,N/A,14.39%,5.22%,60.89%,Fayette County,27.70%,66.90%,0.0%,0.0%,98.84%,0.0%,0.0%,Eastern Standard Time,84,42,42,62,23,60%,61%,41,60,88,59%,64%,54%,46.69,14.28,10.09,45.78%,44.51%,53.89%,69.8,31,7.1,43.9,80,1185,4.2,1.66,WV-01996,38.1356942,-81.1037253
Athens,West Virginia,1156,2890,Bluefield,106785,$62292,53.5%,27,N/A,N/A,N/A,60,76.59%,$1020,64.84%,N/A,N/A,9.74%,8.17%,47.99%,Mercer County,20.30%,75.00%,0.95%,5.97%,87.98%,1.56%,3.55%,N/A,79,40,39,62,24,60%,61%,41,60,81,59%,64%,54%,44.75,12.79,9.72,43.53%,43.96%,45.22%,35.1,24,7.1,43.9,82,2178,4,0.4,WV-03292,37.4231306,-81.0150712
