City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Akron,Ohio,189526,3060,Akron,702464,$48544,23.29%,37,$125000,1214,$103,66,49.9%,$930,64.06%,900,3319,22.85%,8.04%,63.48%,Summit County,51.60%,43.00%,4.58%,29.44%,54.94%,4.06%,6.44%,Eastern Standard Time,86,37,49,65,21,60%,56%,39,59,90,47%,64%,31%,31.69,10.27,5.39,34.77%,34.95%,32.78%,47.9,42,8.5,38.1,53,954,3.4,61.93,OH-01000,41.0798515,-81.5219474
Barberton,Ohio,24977,2769,Akron,702464,$48943,17.86%,40,$151000,1180,$128,65,59.88%,$794,56.83%,265,2648,16.87%,4.73%,58.17%,Summit County,51.60%,43.00%,0.14%,9.57%,83.93%,1.0%,1.21%,Eastern Standard Time,86,37,49,65,21,60%,56%,39,59,90,47%,64%,31%,31.69,10.27,5.39,34.77%,34.95%,32.78%,47.9,42,8.5,38.1,61,954,3.4,9.02,OH-03828,41.0094551,-81.6037036
Bath township (Summit Cnty),Ohio,9697,434,Akron,702464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Summit County,51.60%,43.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,34,49,61,18,60%,56%,39,59,85,47%,64%,31%,44.27,13.31,9.11,43.84%,38.9%,50.67%,65.4,45,8.5,38.1,71,918,3.4,22.34,OH-04248,41.1706013,-81.6377741
Boston,Ohio,1337,68,Akron,702464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Summit County,51.60%,43.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,34,49,61,18,60%,56%,39,59,85,47%,64%,31%,40.44,12.51,7.78,43.84%,38.9%,50.67%,65.4,45,8.5,38.1,69,909,3.4,19.66,OH-07776,41.2348495,-81.5515525
Clinton,Ohio,1111,309,Akron,702464,$78750,21.61%,52,$232000,1526,$152,67,80.12%,$735,47.14%,N/A,N/A,4.07%,3.03%,59.82%,Summit County,51.60%,43.00%,0.27%,0.0%,97.66%,0.27%,0.72%,Eastern Standard Time,85,36,49,64,21,60%,56%,39,59,88,47%,64%,31%,43.13,12.64,8.99,44.08%,37.47%,55.0%,47.9,42,8.5,38.1,73,1104,3.4,3.59,OH-16182,40.928379,-81.6304226
Copley,Ohio,17305,847,Akron,702464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,1109,N/A,N/A,N/A,Summit County,51.60%,43.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,37,49,65,21,60%,56%,39,59,90,47%,64%,31%,44.27,13.31,9.11,43.84%,38.9%,50.67%,65.4,45,8.5,38.1,71,918,3.4,20.43,OH-18658,41.0931805,-81.64435
Coventry,Ohio,10911,1327,Akron,702464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Summit County,51.60%,43.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,37,49,65,21,60%,56%,39,59,90,47%,64%,31%,31.69,10.27,5.39,34.77%,34.95%,32.78%,47.9,42,8.5,38.1,68,954,3.4,8.22,OH-19036,41.0049349,-81.5359459
Cuyahoga Falls,Ohio,50864,1971,Akron,702464,$70645,37.47%,38,$199000,1432,$139,61,65.33%,$1029,51.62%,101,1990,9.84%,4.02%,69.27%,Summit County,51.60%,43.00%,5.41%,4.85%,82.92%,2.27%,7.44%,Eastern Standard Time,83,34,49,61,18,60%,56%,39,59,85,47%,64%,31%,40.44,12.51,7.78,43.84%,38.9%,50.67%,49.5,23,8.5,38.1,57,909,3.4,25.8,OH-19778,41.1402513,-81.4842643
Fairlawn,Ohio,7689,1682,Akron,702464,$93154,53.07%,42,$288000,1811,$159,49,79.74%,$1095,53.17%,N/A,N/A,7.43%,1.53%,67.43%,Summit County,51.60%,43.00%,3.73%,11.07%,75.55%,3.43%,7.17%,Eastern Standard Time,83,34,49,61,18,60%,56%,39,59,85,47%,64%,31%,44.27,13.31,9.11,43.84%,38.9%,50.67%,65.4,45,8.5,38.1,65,918,3.4,4.57,OH-26166,41.127058,-81.6215905
Green,Ohio,27381,855,Akron,702464,$92653,41.43%,41,$265000,1472,$180,36,81.29%,$1200,43.77%,62,1363,6.32%,2.91%,65.7%,Summit County,51.60%,43.00%,2.17%,1.05%,92.7%,1.27%,2.28%,Eastern Standard Time,85,36,49,64,21,60%,56%,39,59,88,47%,64%,31%,43.13,12.64,8.99,44.08%,37.47%,55.0%,47.9,42,8.5,38.1,69,1104,3.4,32.03,OH-31860,40.9483394,-81.4756451
