City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bellville,Ohio,1926,673,Mansfield,124504,$44643,28.13%,39,$103000,963,$107,49,71.19%,$629,42.1%,52,791,12.15%,2.66%,66.96%,Richland County,29.00%,66.00%,0.21%,1.56%,96.94%,0.0%,0.42%,Eastern Standard Time,84,35,49,62,18,63%,58%,39,59,87,45%,54%,35%,45.57,13.33,9.89,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,80,1098,3.6,2.86,OH-05284,40.641584,-82.541019
Bloominggrove,Ohio,1456,58,Mansfield,124504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Richland County,29.00%,66.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,63,19,63%,58%,39,59,85,47%,64%,31%,44.65,12.53,8.73,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,80,1002,3.6,25.1,OH-07230,40.9476239,-82.5334836
Butler,Ohio,1107,1016,Mansfield,124504,$55833,11.53%,28,$165000,1422,$116,64,59.21%,$796,52.73%,294,4936,5.76%,1.42%,59.24%,Richland County,29.00%,66.00%,0.0%,0.0%,93.59%,3.34%,0.27%,Eastern Standard Time,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,81,1098,3.6,1.09,OH-10632,40.589589,-82.4211499
Butler township (Richland Cnty),Ohio,1107,1016,Mansfield,124504,$55833,11.53%,28,$165000,1422,$116,64,59.21%,$796,52.73%,294,4936,5.76%,1.42%,59.24%,Richland County,29.00%,66.00%,0.0%,0.0%,93.59%,3.34%,0.27%,Eastern Standard Time,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,80,1098,3.6,1.09,OH-10632,40.589589,-82.4211499
Cass township (Richland Cnty),Ohio,1569,61,Mansfield,124504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Richland County,29.00%,66.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,63,19,63%,58%,39,59,85,47%,64%,31%,44.65,12.53,8.73,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,83,1002,3.6,25.72,OH-12420,40.9478782,-82.6100494
Franklin township (Richland Cnty),Ohio,1513,163,Mansfield,124504,N/A,N/A,N/A,$186000,1348,$138,N/A,N/A,N/A,N/A,291,4291,N/A,N/A,N/A,Richland County,29.00%,66.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,63,19,63%,58%,39,59,85,47%,64%,31%,43.29,12.11,9.51,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,80,1185,3.6,9.26,OH-28406,40.8630187,-82.5352301
Jackson township (Richland Cnty),Ohio,3457,382,Mansfield,124504,N/A,N/A,N/A,$116000,899,$129,N/A,N/A,N/A,N/A,96,3101,N/A,N/A,N/A,Richland County,29.00%,66.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,63,19,63%,58%,39,59,85,45%,54%,35%,44.65,12.53,8.73,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,80,1002,3.6,9.05,OH-38038,40.8574205,-82.6098344
Jefferson township (Richland Cnty),Ohio,4749,1870,Mansfield,124504,N/A,N/A,N/A,$198000,1817,$109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Richland County,29.00%,66.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,35,49,62,18,63%,58%,39,59,87,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,80,1098,3.6,2.54,OH-38794,40.594079,-82.5101208
Lexington,Ohio,4994,1301,Mansfield,124504,$57802,29.87%,48,$216000,1662,$130,46,74.18%,$672,43.93%,0,107,7.33%,3.63%,60.97%,Richland County,29.00%,66.00%,0.28%,1.8%,96.54%,1.18%,1.32%,Eastern Standard Time,84,35,49,62,18,63%,58%,39,59,87,45%,54%,35%,44.56,13.17,9.02,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,81,1314,3.6,3.84,OH-42994,40.6799549,-82.5793909
Lucas,Ohio,475,699,Mansfield,124504,$49821,15.03%,33,N/A,N/A,N/A,64,70.79%,$688,58.97%,N/A,N/A,5.05%,6.12%,66.58%,Richland County,29.00%,66.00%,0.0%,12.0%,81.26%,2.32%,1.26%,Eastern Standard Time,83,35,48,63,19,63%,58%,39,59,85,45%,54%,35%,44.22,12.66,9.46,42.03%,36.26%,49.11%,49.6,34,7.6,38.1,80,1080,3.6,0.68,OH-45276,40.7041671,-82.422285
