City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Auburn,Kansas,1116,1594,Topeka,233423,$59500,14.54%,37,$200000,1923,$104,42,73.55%,$722,47.28%,N/A,N/A,11.36%,3.87%,61.58%,Shawnee County,44.20%,46.80%,0.63%,0.18%,89.07%,4.03%,0.27%,Central Standard Time,91,42,49,69,20,58%,58%,43,65,101,59%,68%,54%,37.21,12.94,4.08,28.22%,34.4%,17.0%,17.8,10,8.0,55.1,73,1032,4.3,0.7,KS-03250,38.9077376,-95.8158566
Auburn township,Kansas,1116,1594,Topeka,233423,$59500,14.54%,37,$200000,1923,$104,42,73.55%,$722,47.28%,N/A,N/A,11.36%,3.87%,61.58%,Shawnee County,44.20%,46.80%,0.63%,0.18%,89.07%,4.03%,0.27%,Central Standard Time,91,42,49,69,20,58%,58%,43,65,101,59%,68%,54%,37.21,12.94,4.08,28.22%,34.4%,17.0%,17.8,10,8.0,55.1,73,1032,4.3,0.7,KS-03250,38.9077376,-95.8158566
Dover,Kansas,1709,31,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shawnee County,44.20%,46.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,89,39,50,66,18,58%,58%,43,65,96,59%,68%,54%,37.38,13.23,4.07,27.07%,32.09%,18.56%,15.8,9,8.0,55.1,73,1290,4.3,55.13,KS-18450,38.9647239,-95.9374886
Grove township (Shawnee Cnty),Kansas,448,15,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shawnee County,44.20%,46.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,89,41,48,68,19,58%,58%,43,65,96,59%,68%,54%,36.45,13.67,3.42,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,849,4.3,29.87,KS-29050,39.1674982,-95.8591536
Menoken,Kansas,1549,35,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shawnee County,44.20%,46.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,89,41,48,68,19,58%,58%,43,65,96,59%,68%,54%,38.39,13.91,3.92,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,858,4.3,44.26,KS-45825,39.0908329,-95.7558171
Mission township (Shawnee Cnty),Kansas,9475,3549,Topeka,233423,N/A,N/A,N/A,$290000,1330,$218,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shawnee County,44.20%,46.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,91,42,49,69,20,58%,58%,43,65,101,59%,68%,54%,38.39,13.91,3.92,28.22%,34.4%,17.0%,17.8,10,8.0,55.1,68,858,4.3,2.67,KS-47275,39.0027225,-95.7930431
Monmouth,Kansas,3092,55,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shawnee County,44.20%,46.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,91,42,49,69,20,58%,58%,43,65,101,59%,68%,54%,36.34,13.38,3.32,28.22%,34.4%,17.0%,17.8,10,8.0,55.1,71,975,4.3,56.22,KS-47700,38.927938,-95.5664942
Rossville,Kansas,1090,1982,Topeka,233423,$51295,21.54%,39,N/A,N/A,N/A,50,68.46%,$850,45.35%,N/A,N/A,7.47%,2.23%,60.77%,Shawnee County,44.20%,46.80%,0.55%,2.11%,88.9%,2.48%,0.55%,Central Standard Time,89,41,48,68,19,58%,58%,43,65,96,59%,68%,54%,36.45,13.67,3.42,25.21%,32.64%,15.22%,15.8,9,8.0,55.1,73,849,4.3,0.55,KS-61400,39.1357993,-95.9496247
Rossville township,Kansas,1090,1982,Topeka,233423,$51295,21.54%,39,N/A,N/A,N/A,50,68.46%,$850,45.35%,N/A,N/A,7.47%,2.23%,60.77%,Shawnee County,44.20%,46.80%,0.55%,2.11%,88.9%,2.48%,0.55%,Central Standard Time,89,41,48,68,19,58%,58%,43,65,96,59%,68%,54%,36.45,13.67,3.42,25.21%,32.64%,15.22%,15.8,9,8.0,55.1,73,849,4.3,0.55,KS-61400,39.1357993,-95.9496247
Silver Lake,Kansas,1521,2716,Topeka,233423,$49846,35.37%,40,N/A,N/A,N/A,49,73.92%,$747,46.93%,N/A,N/A,5.13%,2.64%,62.0%,Shawnee County,44.20%,46.80%,0.0%,0.0%,97.17%,2.3%,0.85%,Central Standard Time,89,41,48,68,19,58%,58%,43,65,96,59%,68%,54%,36.45,13.67,3.42,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,849,4.3,0.56,KS-65600,39.0994376,-95.8563035
