City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alberta township,Minnesota,744,2862,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,21,61,59,2,63%,61%,34,58,84,50%,60%,45%,30.44,12.59,2.71,32.49%,40.55%,24.67%,49.5,23,N/A,39.7,84,969,3.3,0.26,MN-00668,45.7800233,-93.9465938
Foley,Minnesota,2658,1042,St. Cloud,198725,$64526,18.19%,33,$177000,1553,$114,39,70.65%,$693,54.3%,0,1347,11.75%,2.38%,66.85%,Benton County,28.10%,64.20%,0.98%,1.54%,94.24%,1.92%,1.84%,Central Standard Time,83,22,61,60,4,63%,61%,34,58,86,50%,60%,45%,30.19,12.04,2.7,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,83,930,3.3,2.55,MN-21536,45.6635997,-93.9094593
Gilman,Minnesota,244,508,St. Cloud,198725,$47750,16.67%,32,N/A,N/A,N/A,73,71.31%,$758,48.88%,N/A,N/A,0.82%,1.69%,70.66%,Benton County,28.10%,64.20%,0.0%,0.0%,95.49%,4.51%,0.0%,Central Standard Time,82,21,61,59,2,63%,61%,34,58,84,50%,60%,45%,30.44,12.59,2.71,32.49%,40.55%,24.67%,49.5,23,N/A,39.7,85,969,3.3,0.48,MN-23804,45.7353295,-93.9485523
Gilmanton,Minnesota,801,24,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,22,61,60,4,63%,61%,34,58,86,50%,60%,45%,30.19,12.04,2.7,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,84,930,3.3,33.38,MN-23822,45.6932974,-93.9487176
Glendorado,Minnesota,732,20,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,23,59,60,5,63%,61%,34,58,84,50%,60%,45%,30.46,12.05,2.76,27.78%,31.65%,20.67%,50.1,23,N/A,39.7,83,924,3.3,36.6,MN-24020,45.604221,-93.8214899
Graham,Minnesota,610,17,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,21,61,59,2,63%,61%,34,58,84,50%,60%,45%,30.44,12.59,2.71,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,85,969,3.3,35.88,MN-24812,45.7795374,-94.070752
Granite Ledge,Minnesota,718,20,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,21,61,60,2,63%,61%,34,58,84,50%,60%,45%,32.86,13.46,3.13,32.49%,40.55%,24.67%,49.5,23,N/A,39.7,83,972,3.3,35.9,MN-25298,45.7789567,-93.8235538
Langola,Minnesota,1070,27,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,21,61,59,2,63%,61%,34,58,84,50%,60%,45%,30.44,12.59,2.71,25.62%,29.67%,20.33%,54.0,21,N/A,39.7,83,969,3.3,39.63,MN-35522,45.7882274,-94.2151176
Mayhew Lake,Minnesota,826,22,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,21,61,59,2,63%,61%,34,58,84,50%,60%,45%,30.44,12.59,2.71,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,85,969,3.3,37.55,MN-41192,45.6915694,-94.0704809
Maywood,Minnesota,925,26,St. Cloud,198725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benton County,28.10%,64.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,21,61,60,2,63%,61%,34,58,84,50%,60%,45%,32.86,13.46,3.13,32.49%,40.55%,24.67%,49.5,23,N/A,39.7,83,972,3.3,35.58,MN-41264,45.6918524,-93.8228339
