City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Amnicon,Wisconsin,1272,33,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,22,58,58,3,63%,61%,29,52,82,50%,60%,45%,35.51,14.25,4.33,35.97%,37.8%,33.11%,86.0,55,N/A,33.7,89,1107,3.4,38.55,WI-01825,46.5894613,-91.8573262
Bennett,Wisconsin,525,11,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,35.51,14.25,4.33,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,1107,3.4,47.73,WI-06775,46.4409008,-91.8289723
Brule,Wisconsin,188,71,Duluth,291325,$64500,28.57%,54,N/A,N/A,N/A,29,76.62%,$864,46.67%,N/A,N/A,5.32%,0.0%,53.66%,Douglas County,50.40%,42.90%,1.6%,0.0%,95.21%,2.66%,2.13%,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,2.65,WI-10550,46.5589252,-91.5711444
Cloverland (Douglas Cnty),Wisconsin,196,4,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,34.52%,39.56%,30.22%,86.0,55,N/A,33.7,89,915,3.4,49.0,WI-15825,46.7005744,-91.6360752
Dairyland,Wisconsin,189,1,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,20,61,57,1,63%,61%,29,52,83,50%,60%,45%,35.51,14.25,4.33,31.89%,35.05%,26.67%,74.9,45,N/A,33.7,89,1107,3.4,189.0,WI-18425,46.2440815,-92.1716464
Gordon (Douglas Cnty),Wisconsin,114,62,Duluth,291325,$53438,13.92%,52,N/A,N/A,N/A,47,83.02%,$644,44.12%,N/A,N/A,6.14%,0.0%,50.98%,Douglas County,50.40%,42.90%,0.0%,0.0%,94.74%,0.0%,0.0%,Central Standard Time,81,20,61,57,1,63%,61%,29,52,83,50%,60%,45%,33.96,13.53,3.46,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,951,3.4,1.84,WI-29900,46.2409835,-91.7995185
Hawthorne,Wisconsin,1066,23,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,35.51,14.25,4.33,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,1107,3.4,46.35,WI-33350,46.511156,-91.8316493
Highland (Douglas Cnty),Wisconsin,261,229,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,600,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,1.14,WI-34425,46.4196754,-91.621725
Lake Nebagamon,Wisconsin,891,71,Duluth,291325,$75341,36.47%,52,N/A,N/A,N/A,40,90.66%,$817,37.55%,N/A,N/A,5.05%,2.44%,55.59%,Douglas County,50.40%,42.90%,0.0%,0.0%,95.85%,2.47%,0.45%,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,12.52,WI-41725,46.5119673,-91.6994419
Lakeside,Wisconsin,596,15,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,23,55,59,7,63%,61%,29,52,78,50%,60%,45%,31.96,12.3,3.41,35.97%,37.8%,33.11%,86.0,55,N/A,33.7,89,555,3.4,39.73,WI-41800,46.6607208,-91.8268998
