City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arlington,Nebraska,1657,2762,Omaha-Council Bluffs,733243,$76806,26.33%,35,$205000,1519,$135,47,85.21%,$945,37.0%,N/A,N/A,5.97%,4.14%,69.43%,Washington County,24.20%,68.50%,3.5%,0.0%,83.65%,9.54%,7.54%,Central Standard Time,87,33,54,66,13,59%,57%,40,62,92,61%,73%,53%,32.7,12.36,3.3,27.67%,33.74%,20.78%,30.8,20,N/A,45.9,83,1080,3.8,0.6,NE-01990,41.4548548,-96.356527
Blair,Nebraska,7830,1421,Omaha-Council Bluffs,733243,$57274,33.61%,39,$295000,1891,$156,45,74.26%,$777,44.35%,N/A,N/A,13.58%,2.81%,63.27%,Washington County,24.20%,68.50%,0.08%,1.11%,94.88%,2.17%,0.8%,Central Standard Time,84,31,53,66,13,59%,57%,40,62,87,61%,73%,53%,34.88,13.55,3.35,28.14%,32.97%,22.11%,30.8,20,N/A,45.9,78,1197,3.8,5.51,NE-05350,41.541623,-96.1359957
Fontanelle,Nebraska,80,320,Omaha-Council Bluffs,733243,$46146,11.29%,60,N/A,N/A,N/A,72,100.0%,N/A,12.9%,N/A,N/A,10.0%,0.0%,87.1%,Washington County,24.20%,68.50%,0.0%,0.0%,100.0%,0.0%,0.0%,Central Standard Time,87,33,54,66,13,59%,57%,40,62,92,61%,73%,53%,33.47,12.9,3.33,27.67%,33.74%,20.78%,30.8,20,N/A,45.9,83,1248,3.8,0.25,NE-17040,41.538255,-96.4271871
Fort Calhoun,Nebraska,983,1446,Omaha-Council Bluffs,733243,$68750,20.54%,44,N/A,N/A,N/A,40,58.7%,$927,42.98%,N/A,N/A,6.82%,3.46%,62.36%,Washington County,24.20%,68.50%,0.0%,0.51%,85.86%,8.04%,0.51%,Central Standard Time,84,31,53,66,13,59%,57%,40,62,87,61%,73%,53%,34.88,13.55,3.35,28.14%,32.97%,22.11%,26.5,19,N/A,45.9,80,1197,3.8,0.68,NE-17145,41.4562373,-96.0262729
Herman,Nebraska,473,3379,Omaha-Council Bluffs,733243,$65283,9.91%,22,N/A,N/A,N/A,77,56.45%,$287,64.41%,N/A,N/A,9.73%,0.0%,75.71%,Washington County,24.20%,68.50%,0.85%,0.0%,92.81%,1.48%,1.06%,Central Standard Time,87,32,55,65,13,59%,57%,37,61,92,61%,73%,53%,29.47,11.36,2.4,28.52%,36.92%,16.44%,46.5,27,N/A,42.1,83,939,3.8,0.14,NE-22185,41.6738252,-96.2167185
Kennard,Nebraska,416,1387,Omaha-Council Bluffs,733243,$83958,12.58%,35,N/A,N/A,N/A,77,76.44%,$854,56.85%,N/A,N/A,3.19%,0.39%,76.04%,Washington County,24.20%,68.50%,0.0%,0.0%,97.6%,1.2%,0.48%,Central Standard Time,84,31,53,66,13,59%,57%,40,62,87,61%,73%,53%,34.88,13.55,3.35,28.14%,32.97%,22.11%,30.8,20,N/A,45.9,81,1197,3.8,0.3,NE-25230,41.4746972,-96.2036962
Township 1,Nebraska,1,100,Omaha-Council Bluffs,733243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washington County,24.20%,68.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,31,53,66,13,59%,57%,40,62,87,61%,73%,53%,34.88,13.55,3.35,28.19%,32.2%,23.44%,26.5,19,N/A,45.9,1,1197,3.8,0.01,NE-49125,41.4344974,-96.0267907
Township 2,Nebraska,2,67,Omaha-Council Bluffs,733243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washington County,24.20%,68.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,31,53,66,13,59%,57%,40,62,87,61%,73%,53%,34.88,13.55,3.35,28.14%,32.97%,22.11%,26.5,19,N/A,45.9,2,1197,3.8,0.03,NE-49126,41.4902563,-96.1076618
Township 5,Nebraska,5,10,Omaha-Council Bluffs,733243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washington County,24.20%,68.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,87,32,55,65,13,59%,57%,37,61,92,61%,73%,53%,32.73,12.3,3.26,28.52%,36.92%,16.44%,46.5,27,N/A,42.1,5,1167,3.8,0.5,NE-49129,41.6324043,-96.2573997
Township 6,Nebraska,6,15,Omaha-Council Bluffs,733243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washington County,24.20%,68.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,87,33,54,66,13,59%,57%,40,62,92,61%,73%,53%,33.47,12.9,3.33,27.67%,33.74%,20.78%,30.8,20,N/A,45.9,6,1248,3.8,0.4,NE-49130,41.5398705,-96.3062317
Township 7,Nebraska,7,44,Omaha-Council Bluffs,733243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washington County,24.20%,68.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,31,53,66,13,59%,57%,40,62,87,61%,73%,53%,35.21,13.61,3.63,28.14%,32.97%,22.11%,30.8,20,N/A,45.9,7,1140,3.8,0.16,NE-49131,41.4355998,-96.256941
