City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code,Land Area (sq mi)
Baugo,Indiana,9771,667,Elkhart-Goshen,206161,83,31,52,39,135,174,55,N/A,N/A,N/A,10,29,38,20.25%,$50000,N/A,N/A,N/A,$157700,N/A,N/A,28,83.40%,9%,33%,25%,77,20 mins,3.60%,N/A,6.20%,Elkhart County,31.30%,63.20%,0.3%,0.9%,89.0%,5.3%,N/A,Eastern Standard Time,700,3.7,37.20%,3,N/A,37,N/A,N/A,N/A,2,N/A,N/A,N/A,IN-03754,14.65
Benton township (Elkhart Cnty),Indiana,3073,86,Elkhart-Goshen,206161,83,31,52,39,121,174,34,N/A,N/A,N/A,8,25,26,N/A,$71193,N/A,N/A,N/A,$193000,N/A,N/A,27,89.70%,9%,32%,25%,83,25 mins,3.60%,N/A,6.90%,Elkhart County,31.30%,63.20%,0.0%,1.8%,91.3%,1.1%,N/A,Eastern Standard Time,700,3.7,24.00%,0,N/A,40,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,35.73
Bristol,Indiana,1706,424,Elkhart-Goshen,206161,83,32,51,39,135,176,46,59.4,40.6,8,16,34,42,17.43%,$46806,8.7%,$788,859,$197000,N/A,N/A,47,56.50%,9%,35%,24%,79,26 mins,3.60%,N/A,4.50%,Elkhart County,31.30%,63.20%,1.1%,2.6%,85.1%,7.6%,1.6%,Eastern Standard Time,700,3.7,51.90%,47,N/A,32,14.5%,144.93,N/A,2,1,N/A,N/A,IN-07750,4.02
Cleveland township (Elkhart Cnty),Indiana,11560,727,Elkhart-Goshen,206161,83,31,52,39,138,174,57,N/A,N/A,N/A,15,46,36,N/A,$49659,N/A,N/A,N/A,$148600,N/A,N/A,33,68.10%,9%,33%,24%,78,20 mins,3.60%,N/A,4.90%,Elkhart County,31.30%,63.20%,0.4%,4.0%,80.7%,12.2%,N/A,Eastern Standard Time,700,3.7,45.40%,4,N/A,26,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,15.9
Clinton township (Elkhart Cnty),Indiana,4789,134,Elkhart-Goshen,206161,83,31,52,39,124,174,33,N/A,N/A,N/A,10,31,26,N/A,$65877,N/A,N/A,N/A,$186200,N/A,N/A,41,79.50%,9%,33%,24%,83,17 mins,3.60%,N/A,4.40%,Elkhart County,31.30%,63.20%,0.0%,0.0%,97.2%,1.5%,N/A,Eastern Standard Time,700,3.7,34.00%,2,N/A,50,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2.25
Concord township (Elkhart Cnty),Indiana,56146,1564,Elkhart-Goshen,206161,83,31,52,39,135,174,54,N/A,N/A,N/A,30,56,34,N/A,$38197,N/A,N/A,N/A,$115100,N/A,N/A,53,52.00%,9%,32%,25%,68,19 mins,3.60%,N/A,2.20%,Elkhart County,31.30%,63.20%,0.6%,14.1%,60.6%,20.9%,N/A,Eastern Standard Time,700,3.7,54.10%,29,N/A,56,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,35.9
Dunlap,Indiana,7273,1243,Elkhart-Goshen,206161,83,31,52,39,135,171,55,59.4,40.6,8,11,33,39,16.65%,$67439,7.19%,$858,775,$158700,N/A,N/A,44,84.30%,9%,34%,24%,77,20 mins,3.60%,N/A,5.30%,Elkhart County,31.30%,63.20%,0.0%,3.16%,84.04%,9.12%,5.76%,Eastern Standard Time,700,3.7,39.80%,43,N/A,N/A,15.8%,0.00,7,2,1,N/A,N/A,IN-19072,4.92
Elkhart,Indiana,52657,1943,Elkhart-Goshen,206161,83,31,52,39,136,177,55,59.4,40.6,8,68,57,33,15.03%,$40101,22.05%,$877,842,$159000,1639,$97,53,43.80%,9%,37%,21%,67,19 mins,4.50%,N/A,1.60%,Elkhart County,31.30%,63.20%,0.81%,14.24%,54.87%,26.58%,13.26%,Eastern Standard Time,700,3.7,59.70%,37,N/A,49,16.5%,72.34,7,2,1,N/A,N/A,IN-20728,27.49
Elkhart township (Elkhart Cnty),Indiana,37480,1070,Elkhart-Goshen,206161,83,31,52,39,126,174,40,N/A,N/A,N/A,17,50,35,N/A,$43686,N/A,N/A,N/A,$158900,N/A,N/A,39,56.70%,9%,33%,26%,73,17 mins,3.60%,N/A,3.00%,Elkhart County,31.30%,63.20%,1.3%,2.1%,64.7%,29.2%,N/A,Eastern Standard Time,700,3.7,47.90%,25,N/A,47,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,27.49
Goshen,Indiana,34586,2013,Elkhart-Goshen,206161,83,31,52,39,127,176,40,59.4,40.6,8,9,51,38,24.72%,$50224,14.86%,$720,969,$170200,N/A,N/A,38,53.10%,9%,33%,25%,73,17 mins,3.50%,N/A,7.40%,Elkhart County,31.30%,63.20%,1.41%,3.66%,66.52%,25.81%,13.53%,Eastern Standard Time,700,3.7,50.80%,31,N/A,51,15.9%,24.38,7,2,1,N/A,N/A,IN-28386,17.58
